downstream_data,remote_ip,protocol,tx_bytes,event_timestamp,subscriber_id,bytes_sent,destination_domain,destination_ip,vpn_usage,conn_protocol,service_protocol,server_ip,vpn_detected,time_spent,is_vpn,transport_protocol,session_duration,user_id,timestamp,customer_id,dest_port,access_time,encrypted_tunnel,ip_dst,download_bytes,upstream_data,bytes_received,port,duration,upload_bytes,server_port,remote_port,url,msisdn,is_fraud,rx_bytes,connection_time,host,domain
,138.58.124.174,,,,,,,,,,,,,1358,,,,,27/06/2023 05:56:46,5202526446897,,,False,,,6422,15911,,,,,51402,instagram.com,,False,,,,
37813,,,6452,,,,snapchat.com,,,,HTTPS,20.177.149.110,,,False,,,,1672660086,,58090,,,,,,,,2279,,,,,2368520212302,False,,,,
,,UDP,,,,185,,109.137.251.208,,,,,,,,,2752,3286988534668,,,,,False,,,,35963,,,,22336,,,,False,,16/06/2023 16:30:36,twitter.com,
,,,,,,,,118.79.152.37,True,HTTP,,,,,,,3180,,,,,2023-09-28T01:17:53.000Z,,,,1790,62770,30666,,,,,,3609202759701,False,,,,
,69.233.192.145,,,,,228,instagram.com,,,,HTTPS,,False,,,,,,2023-03-22 10:39:15,4245074094283,,,,,,,43001,,699,,,61901,,,False,,,,
40877,,,,28/12/2023 03:49:37,,2763,,,,TCP,,,True,,,,,,,,8008,,,122.164.15.170,,,,,917,,,,netflix.com,3402156642236,False,,,,
,66.138.15.254,TCP,,02/25/2023 07:10:36,,5787,instagram.com,,,,,,True,,,,,,,2973492894263,,,,,,,,,,,,2256,,,False,63242,1832,,
,72.127.113.58,UDP,,,5117654023426,8270,,,,,,,,3470,False,,,,,,,,,,,,,13799,,,,,,,False,16019,08/15/2023 11:45:37,,
,218.187.68.97,HTTPS,,,,,,,,,,,,,,,,,,,,,False,,16528,1106,,,,,,6287,twitter.com,9322974636172,False,,2499,,
,2.201.40.208,,5525,,,,,,,HTTP,,,True,,,,,1236076462048,1672852017,,,,,,81921,,,,,,,25538,instagram.com,,False,,1616,,
,,,,2023-11-09T02:25:52.000Z,,,fileshare.cc,,,,HTTPS,,,2567,,,,7374621240437,,,,,False,36.195.218.18,36699,,,,,2127,,35347,,,True,,,,
30751,,,,2023-07-07 23:29:13,8362271886846,,,,,,HTTP,107.180.234.173,,3484,,,,,,,14520,,False,,,,,,,1504,,,youtube.com,,False,,,,
,,,,,1353623491403,9953,,,,,,105.42.186.4,True,2122,,HTTPS,,,,,,,,,1822,,,,,,9282,,,,False,,09/12/2023 11:50:48,flipkart.com,
,,HTTP,,,,,,233.215.238.66,,,,,,,,,,,,,,05/29/2023 00:16:54,9,,,6809,,,1591,,16308,,flipkart.com,5729439693846,False,1283,,,
77983,104.56.231.16,,,2023-10-04 11:52:59,,384,,,True,,HTTPS,,,,,,,,,,,,,,,,,58324,1213,,,,fileshare.cc,1829956115463,False,,,,
,16.82.59.218,HTTPS,,,,2980,,,,,,,,,,,2843,,,,,,False,,,,,,,,,40668,,8623240044538,False,60879,09/27/2023 09:17:47,,flipkart.com
50795,,,,01/13/2023 12:16:14,3605915120140,,,,,UDP,,,False,,,,,,,,,,,54.230.1.223,,7893,,,,,35454,,amazon.in,,True,,3127,,
,,UDP,4813,2023-03-26 11:46:44,,,flipkart.com,,True,,,25.67.105.195,,,,,1986,,,6445961848486,,,,,75380,,,,,,,28603,,,False,,,,
,,,,1695572201,,6930,,46.226.6.7,,,,,False,,,UDP,,,,4138337333342,,,,,,,,19879,2535,,,,snapchat.com,,False,76592,,,
,,,8981,,,,,242.223.253.164,,DNS,,,,816,,,,,,3860880790474,,,True,,,,,,,,,16343,,,False,36787,01/13/2023 23:01:38,twitter.com,
52283,,HTTPS,,2023-05-12 14:05:28,,,,,,,,,,,,,,,,,39604,,True,95.112.154.191,,,,,,4094,,,,3336533202221,False,,899,youtube.com,
89932,,,,10/29/2023 09:30:57,,5412,,,,,UDP,,,979,,,,,,,,,False,98.172.125.230,,,,36483,,,,,,7725362889475,False,,,,amazon.in
,,,,,3189971291824,811,,,,,TCP,,,,,,3434,,,,,2023-02-07 02:16:51,False,136.68.92.187,,,,,,,28023,,,,False,30877,,,fileshare.cc
,,,,,,,,,,DNS,,115.173.190.240,True,2629,,,,8999695618105,01/07/2023 06:33:39,,,,,,,,,,,1908,42186,,,,False,44242,,,instagram.com
,250.194.15.175,DNS,,,,2431,,,,,,,,,,,,4347892775281,12/10/2023 13:04:27,,,,True,,,,,,,,51059,,snapchat.com,,False,77786,3364,,
,,,,,,3431,,,,HTTP,,,,,,,,,2023-08-22 02:09:29,2549711910681,10753,,True,139.84.60.235,,,,,1307,,,,amazon.in,,False,75456,,,
66114,,,,,,,,70.246.238.210,,DNS,,,True,883,,,,,,,59659,2023-10-07 03:13:42,,,,,,,,5020,,,,7139909709510,False,,,,youtube.com
11178,,,4415,,,,zoom.us,,,HTTP,,116.46.255.80,,,,,,3525533641492,,,9215,,True,,,,,,316,,,,,,False,,03/12/2023 04:36:04,,
,,,,10/17/2023 10:38:20,,,,,,,,,,1295,True,UDP,,8577220914189,,,,,,16.34.140.168,,1387,15575,,,,,,,,False,,,,
,228.203.157.42,,,1686510657,,5469,,,,,HTTP,,,,False,,,9746556440079,,,,,,,17918,,,,,,45340,,,,False,,601,,snapchat.com
,,,,,,,snapchat.com,,,TCP,,,False,,,,,,,8635183944410,,,,13.201.74.131,,,47960,,2726,5306,,29120,,,False,,2023-03-27 07:53:53,,
,128.83.184.36,,723,,,,,,False,,DNS,,,,,,,9934488638951,,,,,,,12049,,,,3090,,,37635,,,False,,2023-07-19 05:10:39,instagram.com,
,46.247.123.46,HTTPS,,,9055691461937,,zoom.us,,,,,,,,,,,,,,,,True,,68765,8930,,,3516,,,1688,,,False,,2023-10-01T02:24:04.000Z,,
,,HTTPS,,2023-08-07T17:03:27.000Z,,,,240.186.214.154,,,,,,,True,,,,,4220143962644,32012,,,,,,,,,5954,,,youtube.com,,False,70336,1822,,
,,,,,,8915,,,,UDP,,,,3587,True,,,,2023-08-12 08:56:42,8475129642954,,,,7.200.79.135,,,23693,,,,,58104,,,False,,,netflix.com,
,,,,,,,,,,UDP,,,,,False,,,,,,,,,56.65.28.136,65126,914,,,,,32705,,,6326696775103,False,,248,flipkart.com,
,,,,1693052410,,4411,,,,UDP,,137.141.86.176,,,True,,472,,,2431929584482,,,,,,,93236,5540,,,,,amazon.in,,False,,,,
,,,,06/05/2023 19:05:02,,9077,,,,HTTPS,,,True,,,,,2419648500248,,,,,,4.44.83.128,28848,,,28814,,,,,facebook.com,,False,,2990,,
,86.90.236.211,TCP,,,,,,,,,,,,,,,,,1691201985,,,,True,,61420,9436,,45741,2859,,,,,4232737255106,False,,,netflix.com,
,,,6284,,,,flipkart.com,,,UDP,,254.2.243.241,True,,,,,9587049301066,01/17/2023 17:59:31,,,,,,,,,,,,23032,,,,False,91419,2098,,
,92.35.61.51,,,,7708228595163,,,,,,HTTPS,,,,,,3040,,,,,12/01/2023 13:03:43,True,,29254,7582,,,,,58466,,,,False,,,twitter.com,
47901,,,,,,,twitter.com,,,HTTP,,,True,,,,,,,,,,,2.98.195.76,,,,,,3743,,32175,,3992839099997,False,,992,,
,,,,2023-05-24 02:21:57,,,twitter.com,25.192.82.39,,,,,,,True,UDP,,,,,,,,,18832,,,,2107,2430,4878,,,3186270473013,False,,,,
,,,,2023-03-04T15:53:10.000Z,,,,,,,DNS,,,,,,,3810918306495,,,,,True,3.74.183.247,,3726,,,3052,,55046,,,,False,94176,,,zoom.us
,,,9834,06/16/2023 05:43:35,,,amazon.in,194.84.185.243,,,HTTP,,True,,,,310,2292037587882,,,,,,,76623,,,52364,,,,,,,True,,,,
,215.224.120.33,,9841,,,,fileshare.cc,,,,,,,,,HTTP,1015,,,,,,False,,54253,,,,,,,,,2351408605825,False,,2023-11-09T16:18:22.000Z,,
,209.230.86.15,,,,4535759979221,,,,,,,,True,,,HTTP,,,,,,,,,,,97334,,1804,1325,,39553,,,False,,2023-06-06T15:02:53.000Z,,facebook.com
,20.129.252.39,,5032,24/11/2023 07:54:05,,,,,,,HTTPS,,,,,,,8244217963921,,,,,False,,21134,,,,1395,,,61155,,,False,,,instagram.com,
,,,151,,,,,,True,,,,,1699,,DNS,,,,,,1690862617,,172.62.58.225,,,,,,,59123,,twitter.com,9629310804695,False,70251,,,
,,,,,5539288126026,70,,133.110.58.21,,,,,True,1138,,TCP,,,,,,2023-09-08T15:03:01.000Z,,,,,,,,,29140,,flipkart.com,,False,55854,,,
,22.202.32.143,,,,,,,,,,HTTPS,,,3546,False,,,9679486678609,02/08/2023 08:07:54,,,,,,28238,,,,,2124,,1093,,,False,,,,zoom.us
,,,,,,,,111.90.195.144,,,TCP,,,2915,True,,,,2023-01-26 21:55:28,6797523281463,,,,,,1660,1385,62842,,,,,instagram.com,,False,,,,
,,,,,7666932031859,3758,,254.133.184.145,,,HTTP,,,,,,2411,,01/13/2023 22:56:22,,,,False,,,,,,,,,61527,,,False,41705,,,facebook.com
48241,,,,2023-05-15T05:43:51.000Z,,7211,,,,,UDP,161.78.44.191,False,,,,,6152450821658,,,,,,,,,,,3498,,59830,,,,False,,,,facebook.com
,,HTTP,,1700590310,,7895,,243.115.200.186,,,,,True,,,,,,,,,,,,,,99628,,1360,,,22428,,6271403701202,False,,,twitter.com,
,,HTTPS,,,7762542145628,1116,,,,,,42.104.149.195,False,,,,,,,,,,,,,,13776,,,,,4979,instagram.com,,False,,2955,,
,,,,,3722236563278,,youtube.com,,,,,,,,True,HTTP,2460,,,,,14/03/2023 18:16:26,,97.76.71.111,,5583,,,,,9516,,,,False,24834,,,
61458,,TCP,7725,2023-09-17 12:14:54,,,,,,,,,,,,,,,,9456282228110,64339,,True,18.113.156.9,,,,,,,,,zoom.us,,False,,2324,,
83189,,,,,,,,,True,HTTP,,,,,,,,1774740611532,,,49472,1675533235,,17.85.241.26,,5515,,,2947,,,,,,False,,,,instagram.com
68526,,DNS,,,6102120399236,8491,,,,,,161.162.199.213,,,,,,,,,,,True,,,,,,,,6919,,,,False,,1721,flipkart.com,
,,,,2023-09-03T00:21:57.000Z,,,youtube.com,,,UDP,,181.36.35.161,False,1204,,,,,,7719449566781,,,,,,9509,,32755,,,,,,,False,40321,,,
35076,,,7400,,,,flipkart.com,,,,UDP,,,,,,2236,,2023-10-14T09:55:50.000Z,7574890332532,16029,,False,70.158.137.2,,,,,,,,,,,False,,,,
50514,,,4549,,9568323216516,,,,,HTTPS,,,,,True,,,,,,60977,2023-03-29 07:39:51,,224.197.247.210,,,,,,,,,,,False,,244,,fileshare.cc
,39.237.209.41,,,,,,,,False,,HTTP,,,,,,,,,,,,,,,,,,3315,6746,25520,,,6381261084513,False,8202,1685236713,,twitter.com
,,,,17/06/2023 02:57:52,3211056880884,,,,,,DNS,198.130.189.178,True,3237,,,,,,,34222,,,,83884,,,,,7610,,,twitter.com,,False,,,,
,,UDP,,01/11/2023 17:59:31,,,,227.4.121.158,,,,,,,,,1198,,,1678774599490,,,True,,,,62226,54951,,8421,,,,,False,,,,snapchat.com
,,HTTPS,7289,,,,,,,,,,,,False,,,7449011766844,,,,,,99.243.122.93,44688,,,,801,,,29935,netflix.com,,False,,2023-02-16 15:20:45,,
62013,,,,,,,,,,,DNS,,True,,,,,,,,,,,156.96.48.25,,3179,,,557,,,45407,,3887655755913,False,,1674053128,instagram.com,
,,,,,,4530,,,,,,103.93.147.137,True,2815,,TCP,,8739350981696,1687844311,,,,,,70197,,,,,,15366,,,,False,,,netflix.com,
,,TCP,5892,,,,,195.163.37.212,,,,,,,,,,,,,,,False,,,,,45363,,,,,,2427659266434,False,30964,1308,,flipkart.com
,244.104.152.152,,,,,,,,False,HTTP,,,,,,,,,1700487588,9361684042990,26306,,,,,,19218,,3159,5197,,,,,False,,,,instagram.com
75921,,,,11/17/2023 01:41:46,,,amazon.in,,False,HTTP,,82.63.57.19,,,,,,,,,,,,,,4985,,,3455,,30368,,,3934608382139,False,,,,
,,UDP,,,,,,,,,,183.241.142.37,False,,,,,3123837003029,2023-04-11T00:45:31.000Z,,,,,,,,,3824,693,920,,,,,False,44137,,zoom.us,
,,,,,,,,,False,,,4.193.7.48,,,,HTTPS,459,,,,,1703055485,,,68903,2992,,7990,,,,,snapchat.com,3738379470703,False,,,,
,,,2223,,,,,113.247.207.229,False,UDP,,,,,,,,9246072313791,05/12/2023 16:43:21,,,,,,,,22201,,,,,31283,netflix.com,,False,,1556,,
,,,7513,,,,,,True,,HTTPS,,,,,,2243,,,1782040604937,,,,,,,,,,,,4127,,,False,68758,1689833356,,flipkart.com
,,,,15/06/2023 15:21:27,,,,157.22.6.178,,,,,,,False,HTTP,,4882088574135,,,,,,,,6477,,,1403,,,,facebook.com,,False,62548,,,
,103.124.167.83,,,,,,fileshare.cc,,,,,,,,True,HTTPS,3221,,,,,,,,,,,,,11,33439,,,3594176379823,False,47052,2023-05-30 04:07:19,,
,,,3575,,,,,,,DNS,,116.101.143.180,True,,,,,,,,,,,,,,51691,,2584,,,20845,,2540950192126,False,,11/30/2023 13:46:09,,instagram.com
52686,,,,2023-04-19 19:30:43,,,,,True,,HTTP,250.16.228.123,,,,,,,,8683029112017,,,,,,1700,,,,,,23559,,,False,,3481,,
56628,,,,,,,,,True,,,,,152,,DNS,,,,,,2023-05-25T14:48:37.000Z,,31.105.161.69,,149,,,,,,41962,,5165366568624,False,,,facebook.com,
,61.148.215.252,HTTP,,,,,,,,,,,,,True,,,2833483876572,,,,28/03/2023 18:06:04,,,,,66379,,1320,9541,15503,,instagram.com,,False,,,,
,112.209.194.104,,,,,2136,fileshare.cc,,,HTTPS,,,True,,,,,,,8685889778138,,,,,,,96454,,,,52821,,,,False,,1897,,
,,HTTP,2933,,,,flipkart.com,,,,,,False,,,,1458,1619229157474,2023-07-23T07:22:11.000Z,,,,,169.111.249.71,,,99820,59657,,,,,,,True,,,,
,,,,,,,,113.19.34.161,True,DNS,,,,,,,,,25/04/2023 17:22:51,,53331,,,,,,,,,2450,,,,2976099742772,False,95939,3380,,youtube.com
,,,5062,,,,,,True,,,,,3206,,,,8570422618897,,,,,,242.50.57.252,,,34376,,,,,61063,,,False,,06/05/2023 08:46:00,twitter.com,
,44.225.46.130,,,,,,flipkart.com,,,HTTPS,,,,239,False,,,,,,28847,17/04/2023 16:26:06,,,,7634,9320,,,,,,,4296514187948,False,,,,
,,,,,6559877090596,5392,,68.2.77.40,True,HTTP,,,,1161,,,,,10/17/2023 16:23:58,,,,,,84244,,,,,,,63831,facebook.com,,False,,,,
,,,3893,2023-05-12 07:32:44,,,facebook.com,,,,,,False,,,DNS,,3820325462776,,,,,,99.223.254.5,,,,26165,,,,,,,False,67913,2243,,
,25.43.115.82,,,05/22/2023 02:09:05,,,,,False,,,,,,,HTTP,,6654395980869,,,,,,,,5218,,44478,2155,,,,,,False,42094,,facebook.com,
,69.239.162.140,,,1678839696,3827636825989,,flipkart.com,,,HTTPS,,,,3101,False,,,,,,,,,,,,42833,,,4549,,53914,,,False,,,,
,,,4392,,,,,,False,TCP,,188.199.112.74,,,,,1699,8644660748137,,,47850,05/08/2023 17:00:07,,,,,76027,,,,,,,,False,,,twitter.com,
,,,2861,,5997474615069,,twitter.com,154.87.32.14,,HTTPS,,,,,True,,957,,1699385933,,24492,,,,,,,,,,,,,,False,70407,,,
,,,,,,,,,,,,,,2843,,HTTPS,,,,1690359639356,,,True,38.236.175.13,,,4185,,,6377,1255,,instagram.com,,False,,2023-12-04T04:56:27.000Z,,
,,,,,8547047705205,,,,,,,10.58.196.64,True,3423,,HTTPS,,,,,,,,,,,36918,,,644,,13219,amazon.in,,False,,2023-07-11T22:14:29.000Z,,
70770,25.45.88.164,,,,,3920,,,True,,UDP,,,2063,,,,,,4472155357700,,,,,,,,,,,12588,,facebook.com,,False,,09/03/2023 04:38:37,,
88658,,,,09/25/2023 13:39:32,,9801,,175.52.61.239,,HTTPS,,,,,,,,7296424841811,,,39991,,True,,,,,,,,,,,,False,,153,facebook.com,
49918,,UDP,,,,,flipkart.com,,False,,,180.78.224.250,,,,,,,,,,2023-03-04 12:40:30,,,,,,14105,,3649,,,,6173218299999,False,,3394,,
,170.99.81.141,,,,,,,,,,UDP,,,,True,,,,,5189625147912,,1702240555,,,,,,,2910,8372,31025,,,,False,63214,,facebook.com,
5692,,,,,,,,,,HTTPS,,,,,,,,,,,4038,,False,26.101.145.50,,7440,,,,,,,,2828636596348,True,,2678,instagram.com,
97521,165.47.172.29,DNS,,,,4763,youtube.com,,,,,,,2004,True,,,,,8130759056983,,04/11/2023 02:37:42,,,,,,,,,,21859,,,False,,,,
,,,1451,,,,,,,HTTPS,,153.83.118.154,,,,,,,,,,,True,,46533,,,49320,,,,,,7411339106280,False,,1684,amazon.in,
,194.188.126.195,,,,,,,,,,,,,,False,HTTPS,,6034950971636,,,,03/26/2023 07:08:43,,,,8633,,,243,,,29530,,,False,11517,,snapchat.com,
,184.245.203.41,,,,4896261925890,9838,,,False,,,,,2922,,UDP,,,10/07/2023 08:57:04,,,,,,24997,,,,,,,63165,,,False,,,,fileshare.cc
,,,,,,,,,,UDP,,220.51.41.176,,,False,,,6531725364888,,,,,,,,,30424,,,3926,44271,,snapchat.com,,False,,1376,,
39097,,HTTPS,,,,,,,,,,,,,,,229,,,5862186253149,65023,2023-01-05T17:53:17.000Z,True,,,1886,,,,,,,,,True,,,amazon.in,
,,,,,3414228472617,,,,False,,,,,,,HTTPS,825,,,,,,,93.2.250.176,,7019,60079,,,,2322,,twitter.com,,False,,21/06/2023 09:46:08,,
,,,7637,,,,,,,HTTPS,,,,2989,,,,,,7735590434753,,2023-03-13 10:43:32,True,222.12.141.222,33526,,,,,,9477,,,,False,,,,netflix.com
,,,,,4724097975955,,,,,,,,,,,HTTP,,,,,,,False,242.201.220.34,,,,,,7267,,,,,False,31544,2716,twitter.com,
,,,,,,,,,True,,,,,,,DNS,536,,,,,01/08/2023 23:52:15,,47.42.247.204,53350,,,,,1912,,23075,,9502957968480,False,,,flipkart.com,
,,TCP,,,,6781,fileshare.cc,,,,,,,,False,,,,2023-05-07T03:06:46.000Z,,,,,157.198.61.169,,,,39707,279,,,,,4906289182573,False,47444,,,
,59.43.105.235,,194,,,,youtube.com,,,,DNS,,,,,,,,,5084873554758,,,False,,38884,,,,297,,63661,,,,False,,1700191939,,
31326,,,8497,,,,,,,UDP,,100.74.36.100,,,,,,,,2136591376377,,05/23/2023 19:32:06,False,,,,,,1130,,33661,,,,False,,,instagram.com,
,239.18.18.3,,,1701111165,,,,,False,,TCP,,,,,,2696,2705833482716,,,60998,,,,47017,784,,,,,,,snapchat.com,,False,,,,
,239.95.126.155,,8955,10/24/2023 07:40:13,,,,,True,,,,,1055,,UDP,,2221733571869,,,20573,,,,,,,,,,,,,,False,71009,,,
,,,,2023-06-07 14:35:39,,,,,,,,,,,,,,,,8744371951646,,,False,70.244.251.156,,,7612,,,7533,46299,,,,False,,2383,,facebook.com
,,TCP,,,6876762576583,,,,,,,,,,False,,1602,,1677241772,,,,,138.231.218.255,,,,,,5290,4411,,,,False,75083,,,netflix.com
36238,,,6278,2023-06-11 05:25:36,,,,178.24.202.119,,HTTPS,,,True,,,,486,7998440214897,,,,,,,,,,59859,,,,,,,False,,,instagram.com,
,153.83.28.90,,,,,,,,False,,,,,2718,,TCP,,7951413167311,,,,02/19/2023 01:06:13,,,,9355,,,,,,15348,,,False,28466,,,netflix.com
,,DNS,,,,,,,,,,,,4,,,,4967586161019,03/14/2023 01:47:58,,,,True,44.125.181.152,,440,27928,,,,,32588,,,False,,,snapchat.com,
82743,,,9932,2023-07-28 15:25:41,,,,,,,,,True,,,,906,3643520594360,,,40738,,,111.217.4.48,,,,,,,,,facebook.com,,False,,,,
64921,,,,13/03/2023 14:41:37,,9927,,63.198.41.156,,,TCP,,,,False,,,,,,,,,,,,,28251,2005,,,,instagram.com,2946713610077,False,,,,
,,,,2023-07-08T06:08:40.000Z,1895002633787,,,,,,,170.124.88.65,,,False,UDP,3562,,,,,,,,,,55747,,,7278,,61978,,,False,,,twitter.com,
,,,,1691409735,,,,132.184.47.174,True,,TCP,,,,,,,,,5463365011719,,,,,,7128,26590,,1634,,,39793,,,False,,,,twitter.com
,,,,1693982738,,,,,,,,192.103.1.200,,2720,True,UDP,,,,5900041360648,46641,,,,98918,,,,,5680,,,netflix.com,,False,,,,
,,,,,7584238936165,,,,,HTTP,,,True,,,,2702,,,,,,,17.97.18.67,21050,5112,,,,,,4927,amazon.in,,False,,04/21/2023 21:45:26,,
,177.70.87.124,,,2023-03-22T19:56:01.000Z,,,flipkart.com,,,,,,False,1678,,DNS,,,,,,,,,,,11949,46955,,2782,,,,8708723116211,False,,,,
,224.152.135.6,,1629,,,,,,,,DNS,,True,,,,1100,4064072915318,,,,2023-07-21 21:38:28,,,85309,,,,,,,37393,,,False,,,instagram.com,
,,,,2023-01-30T09:30:10.000Z,,530,,,,,,,,,True,TCP,,,,3593514053473,,,,110.158.26.29,98018,,,2921,3298,,,,,,False,,,snapchat.com,
,,,6531,,,,,,,DNS,,153.63.191.14,True,,,,,,,,37017,2023-03-25T07:34:17.000Z,,,3629,,,,104,,,,,2219376022177,False,,,,snapchat.com
,63.22.237.78,,,1702144989,,4753,,,,DNS,,,,1858,,,,,,2928267855190,26797,,True,,,,92324,,,,,,zoom.us,,False,,,,
5294,,,,,,,,,,HTTPS,,162.155.146.31,,,,,,,04/02/2023 03:39:09,,58874,,False,,,2561,,,,,,,fileshare.cc,1030717769851,False,,519,,
,6.124.192.237,,,,,,,,,TCP,,,False,,,,,7805991289440,,,,,,,,,,,,1782,51739,,instagram.com,,False,32512,3489,,
,,,,,,,,227.198.46.72,,HTTPS,,,True,,,,,,,3691847517932,23737,,,,31277,,,,3100,3504,,,,,True,,1683680189,,instagram.com
,92.18.52.77,TCP,,,,,,,False,,,,,,,,,,,6630049719082,13274,,,,12319,,,,,7203,,,,,False,,2420,flipkart.com,
,197.221.10.159,,,,,,netflix.com,,,,,,,,True,TCP,1476,,,4264551511378,,,,,,2585,51783,,,,1390,,,,True,,1688230399,,
,,,,,,,,,,,HTTPS,,True,,,,,,2023-09-14 21:43:18,4150060594157,,,,163.240.65.33,87717,,,53749,,8137,,,fileshare.cc,,False,,2112,,
,18.50.220.239,DNS,9771,,4528984566583,,,,,,,,,,False,,,,,,,,,,,,,,,,,2234,,,False,53417,661,amazon.in,
30382,,,7956,,,,,,,,TCP,,,1693,True,,,,,,15511,,,,,,,,,,,,,4853467700848,False,,07/09/2023 22:53:24,netflix.com,
21308,,,,,,8426,twitter.com,211.126.92.221,True,,HTTPS,,,,,,,6342330027610,,,,01/08/2023 14:16:22,,,,,,,,,,,,,False,,690,,
,,TCP,,,,,,,False,,,,,,,,1979,,,5910847155365,52858,08/07/2023 11:24:54,,,38728,4415,,,,,,,,,False,,,,snapchat.com
,20.37.108.252,,,,,,amazon.in,,,,TCP,,False,,,,,,,8408729202395,,2023-03-13 20:51:16,,,,3465,81097,,2201,,8097,,,,False,,,,
,,HTTPS,,,,7247,flipkart.com,,,,,,,1786,,,,,1682900151,1484237948084,,,-4,4.159.160.57,,,,,,,,,,,False,20775,,,
,203.223.45.115,,,,1586100217598,,,,,,,,,,True,HTTPS,,,09/24/2023 09:39:38,,,,,,,,,12341,,2831,,,youtube.com,,False,25637,1415,,
76154,171.135.160.187,HTTPS,,,,,,,,,,,True,,,,,6023438019946,1691198792,,57238,,,,,1303,,,,,,,instagram.com,,False,,1890,,
,,UDP,,01/06/2023 07:31:43,,8423,youtube.com,,,,,,False,,,,,4480300509905,,,,,,177.112.234.11,,,58755,,,,,43873,,,False,,2597,,
,,,,,,,,,False,UDP,,167.107.129.71,,,,,3422,,,,,,,,69556,,,,,8196,,13104,zoom.us,2170916822165,False,,2023-07-03 04:13:07,,
,,,,08/12/2023 12:25:09,,,,,,DNS,,,True,,,,,,,5335617544717,,,,182.202.175.243,,5492,28100,,,,7614,,,,False,,229,,flipkart.com
,,,,,,9463,,63.248.85.139,,,TCP,,,,True,,,2305095091788,1680065962,,,,,,,,,,3066,,,34743,,,False,30097,,,twitter.com
84289,,,,,,,,,False,,UDP,94.141.189.144,,,,,,,14/11/2023 18:25:45,,,,,,,6178,,25758,756,,,,snapchat.com,5711140389650,False,,,,
,,,,,,,,,,,HTTP,26.33.181.189,False,2898,,,,,,,1395,1675960391,,,44331,5742,,,,,,,instagram.com,1544660877944,False,,,,
,11.107.71.57,,,2023-06-09 10:04:59,,5886,,,,,UDP,,,,True,,2039,2629767402241,,,21381,,,,,,31673,,,,,,zoom.us,,False,,,,
8234,,,850,,,,,,,,HTTP,,,,,,,,2023-09-23 01:04:39,,,,True,,,,,550,,,,,,1681734619764,False,,135,instagram.com,
,,,,,,7919,,7.93.138.94,,,TCP,,False,,,,1208,,12/18/2023 17:40:18,7363645159778,54139,,,,,,,,,,,,,,False,99660,,,flipkart.com
,,,2383,,6637745937438,,instagram.com,,False,,HTTPS,,,,,,2853,,13/02/2023 16:43:26,,,,,245.204.2.161,,,,,,,,24005,,,False,18989,,,
,,,,2023-12-13T21:34:12.000Z,,,,63.104.240.53,,,TCP,,,,,,,6390773131102,,,,,False,,,7585,20877,,1650,,63146,,,,False,,,,
,,,,,,,,115.243.134.204,,,HTTP,,,,False,,1265,,,3375917994933,,30/03/2023 14:39:54,,,,,27203,,,6045,3979,,,,False,,,facebook.com,
,,HTTP,,,,,,,,,,,,,True,,,,,,,,,237.176.249.115,,,51116,12127,,9136,,,,3131895757870,False,,496,,facebook.com
,150.45.171.17,DNS,,,9136513033235,,amazon.in,,,,,,,,,,,,,,,1675116960,False,,81825,9886,,59490,,,,,,,False,,2871,,
50438,,,9494,20/01/2023 02:21:55,,,,,,,,192.255.127.222,True,,,DNS,,,,4211687030836,,,,,,,,,3525,,2469,,,,False,,,netflix.com,
,,,,,,3790,,,True,,TCP,234.20.167.66,,,,,1524,,2023-04-07T08:35:07.000Z,5194668299223,,,,,,,87546,,,,,42681,,,False,,,,youtube.com
59785,205.225.138.241,HTTP,8995,1681992918,,,fileshare.cc,,,,,,,191,,,,,,,,,False,,,,,64468,,,,,,4462874191793,False,,,,
,,,,,,1695,netflix.com,,,DNS,,,,,,,,,2023-08-26 13:23:28,,,,False,55.28.14.169,,,79530,,,,,3232,,6095158855809,False,,2238,,
,,,,,9933703547615,,,,,,HTTP,255.113.93.134,,,True,,,,,,39897,03/07/2023 01:35:21,,,,5084,73977,,769,,,,flipkart.com,,False,,,,
,,,,1700019352,1052102427513,1333,,,,HTTP,,,,,,,,,,,,,False,,52382,,,,2322,,39978,,,,False,,,,fileshare.cc
,,HTTP,,25/12/2023 18:56:58,,4065,,,,,,,,,,,3197,,,,29833,,False,94.76.51.185,43444,,,,,,,,,2778390010346,False,,,,twitter.com
,171.237.210.89,,,22/11/2023 13:23:25,,9098,,,True,,,,,,,,3295,1823716552445,,,,,,,54919,,,58900,,,,,,,False,,,amazon.in,
,,,,,,,,,,,,,True,,,TCP,2375,6534060955651,,,,31/03/2023 08:20:12,,184.182.134.239,,5771,,,,,30254,,,,False,9848,,instagram.com,
,85.185.225.111,TCP,,11/05/2023 01:43:25,6894870756840,,,,False,,,,,3133,,,,,,,,,,,231,8728,,,,,,58464,youtube.com,,False,,,,
69693,,,2820,,3776243881695,,,,,,UDP,217.121.168.220,,,,,607,,04/06/2023 10:52:45,,,,True,,,,,,,,,63466,,,False,,,instagram.com,
76973,,,,,,5869,,,,HTTPS,,,,,,,,,,4982743984970,,09/20/2023 20:12:07,False,84.158.19.237,,,,,,,58272,,,,False,,1136,,
,222.165.47.1,,,,,,facebook.com,,True,,,,,,,HTTPS,2074,,,,5260,22/12/2023 02:41:01,,,,987,,,,,,,,6799595167153,False,44803,,,
